"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"52PLU89H","journalArticle","1988","Dhawan, B. D.","Indian Irrigation: An Assessment","Economic and Political Weekly","","0012-9976","","https://www.jstor.org/stable/4378465","This paper examines the productivity of land under irrigation as also, different types of irrigation. For example, is groundwater irrigation much more production augmenting than canal irrigation? If so, should emphasis be placed on the development of groundwater resources rather than major irrigation works? There is a discussion of the kind of changes in the crop pattern that need to be fostered in order to enhance the productivity of irrigation. The extent of drought proofing provided by irrigation, the effect of irrigation on the stability of agricultural production and the factors influencing inequality of income gains from irrigation between small and large farms are discussed. Finally, policy implications are spelt out.","1988","2020-06-12 08:18:44","2020-06-12 08:18:44","2020-06-12 08:18:44","965-971","","19","23","","","Indian Irrigation","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Economic and Political Weekly","","/home/ankur/bibliobase/phd/irrigation/dhawan_1988_indian_irrigation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ7U78NE","bookSection","2017","Acciavatti, Anthony","Re-imagining the Indian Underground:: A Biography of the Tubewell","Places of Nature in Ecologies of Urbanism","978-988-8390-59-5","","","https://www.jstor.org/stable/j.ctt1k3s9dt.14","In the Ganga-Jamuna Doab of northern India in the final months before Indian Independence there were two competing hydrological infrastructures, both effective, both crafted in the crucible of colonialism, and both considered to possess transformative powers. Each embodied the technological and political extremes that characterized British imperialism in South Asia. One was a canal, the great Ganges Canal that was begun in the 1830s and still growing in length as the longest canal system in the world; the other was a mechanized tubewell (borewell), one of the most clandestine modes of extracting groundwater. And while the two infrastructures were born","2017","2020-06-12 08:30:03","2020-06-12 08:30:43","2020-06-12 08:30:03","206-238","","","","","","Re-imagining the Indian Underground","","","","","Hong Kong University Press","","","","","JSTOR","","JSTOR","","","","/home/ankur/bibliobase/phd/irrigation/acciavatti_2017_re-imagining_the_indian_underground.pdf","","","","Rademacher, Anne; Sivaramakrishnan, K.","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBKL54E7","journalArticle","2018","Shrestha, Anushiya; Roth, Dik; Joshi, Deepa","Flows of change: dynamic water rights and water access in peri-urban Kathmandu","Ecology and Society","","1708-3087","10.2307/26799103","https://www.jstor.org/stable/26799103","Urbanization and the changing climate are increasingly influencing people’s access to land and water. Changes in use of, and rights and access to, land and water are most acutely experienced in peri-urban areas. We analyze these changes in peri-urban Kathmandu, Nepal. Increasing pressures on land and growing water needs of an expanding population in Kathmandu Valley are creating new patterns of water use, water-related conflicts, and (in)securities. We use two case studies that are characteristic of these changes, with a focus on the microlevel redefinitions of, and struggles about, rights, access, and notions of legitimate water use, and what these mean for water security and water conflict in a socially and institutionally complex and dynamic environment. Our findings show that these water-related changes cause contestations and conflicts between peri-urban water users. Amid increasing competition for water, people are using new sources and technologies, searching for negotiated solutions based on local norms and rights, and co-opting other water users through cooperation to create access opportunities and avoid conflicts. Our cases show self-restraint in practices of claiming or accessing water, while avoidance of conflicts also derives from an awareness of unequal power relations between user groups, past experiences of violence used against protesters, and lack of active intervention to regulate increasing exploitation of peri-urban land and water resources.","2018","2020-06-12 08:32:30","2020-06-12 08:32:34","2020-06-12 08:32:30","","","2","23","","","Flows of change","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Resilience Alliance Inc.","","/home/ankur/bibliobase/phd/shrestha_et_2018_flows_of_change.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RCXQSIT","journalArticle","2019","Wyman, Katrina M.","Second Generation Property Rights Issues","Natural Resources Journal","","0028-0739","","https://www.jstor.org/stable/26617808","","2019","2020-06-12 08:35:11","2020-06-12 08:35:53","2020-06-12 08:35:11","215-240","","1","59","","","","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Regents of the University of New Mexico on behalf of its School of Law","","/home/ankur/bibliobase/phd/wyman_2019_second_generation_property_rights_issues.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAV6TYMX","journalArticle","1974","Appu, P. S.","Agrarian Structure and Rural Development","Economic and Political Weekly","","0012-9976","","https://www.jstor.org/stable/4364024","India's experience since Independence shows that there is a close inter-relation between agrarian structure and rural development. An outmoded agrarian structure is a serious obstacle to the modernisation of agriculture and rapid rural development. Such a structure is to be squarely blamed for the unequal distribution of the fruits of development leading to widening of the disparities in income and wealth. The upper classes who have cornered the bulk of the new prosperity have also succeeded in consolidating their political power. Consequently, it has become still more difficult to adopt and implement far-reaching institutional reforms. Even so, as the emerging agrarian structure has become a serious constraint to rural development it will be disastrous to postpone the much-needed institutional reforms.","1974","2020-06-12 08:40:25","2020-06-12 08:40:32","2020-06-12 08:40:25","A70-A75","","39","9","","","","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Economic and Political Weekly","","/home/ankur/bibliobase/phd/agrarian_structure/appu_1974_agrarian_structure_and_rural_development.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQDN2VFB","journalArticle","2004","Kishore, Avinash","Understanding Agrarian Impasse in Bihar","Economic and Political Weekly","","0012-9976","","https://www.jstor.org/stable/4415344","The key hypothesis of policy-makers during the 1980s was that raising tubewell density would trigger agrarian upsurge in Bihar as it did in Punjab, Haryana and western UP. The state did record high growth rates of cereal yields during the 1980s, higher than the national figures. However, this promising development could not be sustained in the 1990s, and cereal yields have stagnated since then. Based on fieldwork in eight villages of Bihar, the paper argues that, more than agrarian structure, the lack of adequate infrastructure and economic incentives has contributed to the agrarian stagnation in Bihar. The growth potential unleashed by the expansion of shallow tubewell irrigation has been constrained by (a) complete neglect of public sector investments in physical and institutional infrastructure and (b) unfavourable output to factor price ratios.","2004","2020-06-12 08:41:13","2020-06-12 08:41:13","2020-06-12 08:41:13","3484-3491","","31","39","","","","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Economic and Political Weekly","","/home/ankur/bibliobase/phd/kishore_2004_understanding_agrarian_impasse_in_bihar.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWQNG576","journalArticle","2011","Narayanamoorthy, A.","Development and composition of irrigation in India: Temporal trends and regional patterns","Irrigation and Drainage","","1531-0361","10.1002/ird.593","https://onlinelibrary.wiley.com/doi/abs/10.1002/ird.593","India's irrigation sector is one of the largest in the world. The government alone has invested about Rs. 1556 billion (in current prices) in the irrigation sector as of 2001–2002. The irrigated area has increased from 20.9 million ha in 1950–1951 to 78.4 million ha in 2002–2003, an increase of almost four times. A large number of studies have analysed the impact of irrigation on various parameters. However, not many studies have analysed the direction of changes in the irrigated area across major sources and states. Therefore, an in-depth analysis on the trends and development of irrigation is essential to frame appropriate irrigation policies for the future. In this study, an attempt is made to analyse the past development of the irrigated area across states using time series data from 1950–1951 to 2002–2003. This study shows that the growth in irrigated area across the states and sources has decelerated substantially during the post-green revolution period (1980–1981 to 2002–2003) as compared to the green revolution period (1965–1966 to 1980–1981). The low-cost source of irrigation, namely tanks, has declined sharply since the mid-1960s, which may create livelihood problems for farmers relying on this source. Copyright © 2010 John Wiley & Sons, Ltd.","2011","2020-06-12 08:44:25","2020-06-12 08:44:30","2020-06-12 08:44:25","431-445","","4","60","","","Development and composition of irrigation in India","","","","","","","en","Copyright © 2010 John Wiley & Sons, Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ird.593","","/home/ankur/bibliobase/phd/irrigation/narayanamoorthy_2011_development_and_composition_of_irrigation_in_india.pdf","","","India; de l'Inde; développement de l'irrigation; irrigation development; les sources d'irrigation; les tendances de la superficie irriguée; sources of irrigation; trends in irrigated area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WX5KT55W","journalArticle","2011","Shah, Tushaar","Past, present, and the future of canal irrigation in india","INDIA INFRASTRUCTURE REPORT","","","","","","2011","2020-06-12 08:47:53","2020-06-12 08:49:15","","70-87","","","","","","","","","","","","","","","","","","","","","","/home/ankur/bibliobase/phd/irrigation/shah_2011_past,_present,_and_the_future_of_canal_irrigation_in_india.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9T497RE9","journalArticle","2014","Srinivasan, Veena; Kulkarni, Seema","Examining the emerging role of groundwater in water inequity in India","Water International","","0250-8060","10.1080/02508060.2014.890998","https://doi.org/10.1080/02508060.2014.890998","This article addresses a gap in the water equity literature arising from the simultaneous use of surface water and groundwater in India. Using two diverse case studies – one agricultural (Kukdi) and one urban (Chennai) – we demonstrate how gaps in planning, design and policy exacerbate inequity. Groundwater abstraction from user wells allows wealthier users to both free-ride and capture a greater share of the resource. By converting a public resource to a private one, it worsens inequity and jeopardizes the sustainability of water projects. The article suggests that better monitoring, inter-agency coordination and rethinking water entitlements and norms are needed for going forward.","2014-02-23","2020-06-12 08:51:47","2020-06-12 08:51:57","2020-06-12 08:51:47","172-186","","2","39","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/02508060.2014.890998","","/home/ankur/bibliobase/phd/srinivasan_kulkarni_2014_examining_the_emerging_role_of_groundwater_in_water_inequity_in_india2.pdf","","","India; conjunctive; entitlements; equity; groundwater; water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DHK5UUA","journalArticle","2006","Gujja, Biksham; Joy, K. J.; Paranjape, Suhas; Goud, Vinod; Vispute, Shruti","'Million Revolts' in the Making","Economic and Political Weekly","","0012-9976","","https://www.jstor.org/stable/4417818","Water conflicts in India have now percolated to every level. They are aggravated by the relative paucity of frameworks, policies and mechanisms to govern use of water resources. This collection of articles, part of a larger compendium, is an attempt to offer analyses of different aspects of water conflicts that plague India today. These conflicts, scale and nature, range over contending uses for water, issues of ensuring equity and allocation, water quality, problems of sand mining, dams and the displacement they bring in their wake, trans-border conflicts, problems associated with privatisation as well as the various micro-level conflicts currently raging across the country. Effective conflict resolution calls for a consensual, multi-stakeholder effort from the grassroots upwards.","2006","2020-06-12 08:56:43","2020-06-12 08:56:43","2020-06-12 08:56:43","570-574","","7","41","","","","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Economic and Political Weekly","","/home/ankur/bibliobase/phd/gujja_et_2006_'million_revolts'_in_the_making.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPDNNTNB","journalArticle","2019","Pandit, Chetan; Biswas, Asit K.","India’s National Water Policy: ‘feel good’ document, nothing more","International Journal of Water Resources Development","","0790-0627","10.1080/07900627.2019.1576509","https://doi.org/10.1080/07900627.2019.1576509","Three versions of the National Water Policy (NWP) have failed to make any perceptible difference in improving water management in India. The excuse that water is a state subject and thus central government cannot do much is not valid. States have always been a party to the formulation of the NWP. They have the freedom to modify the NWP to suit their individual requirements. Many states have adopted a state water policy. Even such state-level policies have failed to make any significant impact in improving their water management practices. Neither the NWP nor the state water policies have made any impact on practice. Reasons for the NWP basically being a paper exercise are many, including lofty drafting and policy prescriptions that are divorced from reality; lack of courage at the Water Ministry to take a firm stand on any of the provisions at either the drafting or the implementation stages; the practice of keeping specialists away from policies; and the dominance of generalists who have neither a demonstrable understanding of the complexities of the water sector nor a long-term commitment to it.","2019-11-02","2020-06-12 08:58:39","2020-06-12 08:58:42","2020-06-12 08:58:39","1015-1028","","6","35","","","India’s National Water Policy","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/07900627.2019.1576509","","/home/ankur/bibliobase/water/pandit_biswas_2019_india’s_national_water_policy.pdf","","","India; development; governance; National Water Policy; policy impacts; water management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IK9M6HIN","journalArticle","2010","Srinivasan, Veena; Gorelick, Steven M.; Goulder, Lawrence","Factors determining informal tanker water markets in Chennai, India","Water International","","0250-8060","10.1080/02508060.2010.487931","https://doi.org/10.1080/02508060.2010.487931","Many developing world cities have seen the emergence of informal markets where private tanker truck operators transport water extracted from peri-urban wells to urban consumers. This study adopted a systems-modelling approach to analyzing the informal tanker market in India. The results indicate that the demand for tanker supply was caused by lack of groundwater availability in private wells as well as unreliable piped supply. The study shows that two groundwater factors are relevant: depth to water and aquifer productivity. Together, these could explain the difference in spatial, temporal and consumer-specific variations in tanker dependence.","2010-06-15","2020-06-12 08:59:55","2020-06-12 08:59:55","2020-06-12 08:59:55","254-269","","3","35","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/02508060.2010.487931","","/home/ankur/bibliobase/water/srinivasan_et_2010_factors_determining_informal_tanker_water_markets_in_chennai,_india.pdf","","","India; informal; tanker; urban; water market","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6T2GM8VA","journalArticle","2020","Hooda, Shailender Kumar","Decoding Ayushman Bharat","Economic and Political Weekly","","","","https://www.epw.in/journal/2020/25/special-articles/decoding-ayushman-bharat.html","The challenges before the components of Ayushman Bharat, the (ir)rationality behind raising the insurance coverage manifold are highlighted, a political economy narrative of the changing health financing scenario is drawn, and how the design of Ayushman Bharat will feed into executing the proposed public–private partnership model in public facilities and facilitate the strategic purchasing agenda of the National Health Policy is examined. Ayushman Bharat is a step towards creating a system that would facilitate in relinquishing public funds and public institutions to already dominant private players, which will have serious implications for the healthcare delivery system in India.","2020-05-20","2020-07-01 20:28:37","2020-07-01 20:29:48","","","","Issue No. 25","Vol. 55","","","","","","","","","","","","","","","","","Publisher: Economic and Political Weekly Type: Journal","","/home/ankur/bibliobase/health/health_insurance/hooda_2020_decoding_ayushman_bharat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
